id,avgspeed,cars
149,66.0,1
151,34.0,1
162,70.0,1
165,38.0,1
196,94.0,1
233,38.0,1
236,141.0,1
249,39.0,1
265,49.0,1
274,55.0,1
332,0.0,0
333,0.0,0
352,55.0,1
433,21.0,1
460,1.0,2
538,68.0,1
552,0.0,1
553,0.0,1
560,0.0,1
593,113.0,1
660,68.0,1
668,12.0,1
669,58.0,1
692,94.0,1
740,121.0,1
743,60.0,1
746,17.0,2
753,55.0,1
759,42.0,1
768,20.0,1
772,60.0,1
844,0.0,1
848,0.0,0
859,5.0,1
867,0.0,2
868,0.0,0
940,103.0,1
945,20.0,1
953,3.0,1
967,29.0,1
968,0.0,0
972,102.0,1
999,50.0,1
1041,141.0,1
1044,26.0,1
1048,23.0,1
1053,41.0,1
1068,10.0,1
1098,12.0,1
1099,0.0,1
1142,52.0,1
1156,27.0,2
1157,49.0,1
1197,15.0,2
1198,4.0,2
1248,4.0,1
1249,1.0,2
1251,0.0,1
1255,50.0,1
1269,43.0,1
1280,97.0,1
1285,39.0,2
1286,62.0,1
1298,21.0,1
1345,23.0,2
1346,2.0,1
1350,9.0,1
1354,20.0,2
1357,50.0,1
1386,95.0,1
1445,47.0,1
1446,17.0,1
1451,118.0,1
1454,50.0,1
1455,27.0,2
1456,129.0,1
1471,84.0,1
1473,112.0,2
1485,95.0,2
1499,42.0,1
1506,66.0,1
1543,70.0,1
1549,46.0,1
1554,10.0,3
1555,2.0,4
1556,26.0,1
1557,52.0,1
1583,42.0,1
1585,95.0,1
1593,0.0,1
1647,124.0,1
1655,3.0,9
1659,115.0,1
1663,77.0,2
1665,129.0,1
1666,136.0,1
1667,29.0,1
1683,42.0,1
1745,118.0,1
1747,62.0,3
1754,57.0,1
1756,31.0,1
1767,120.0,1
1791,38.0,1
1844,60.0,1
1846,68.0,1
1847,46.0,1
1849,28.0,1
1880,23.0,1
1893,33.0,1
1940,123.0,1
1944,66.0,1
1945,55.0,1
1954,35.0,2
1990,24.0,2
1991,0.0,0
1992,33.0,1
1993,0.0,4
2039,79.0,1
2045,26.0,1
2066,46.0,1
2084,113.0,1
2090,0.0,1
2091,21.0,1
2146,34.0,1
2155,29.0,1
2184,91.0,1
2189,5.0,2
2242,57.0,1
2245,136.0,1
2246,24.0,2
2247,10.0,2
2249,65.0,1
2284,124.0,1
2286,0.0,1
2289,15.0,1
2305,63.0,1
2308,36.0,1
2309,49.0,1
2334,99.0,1
2353,58.0,1
2378,52.0,1
2387,33.0,2
2392,9.0,2
2406,68.0,1
2433,83.0,1
2484,29.0,1
2486,10.0,1
2487,54.0,1
2493,41.0,1
2508,68.0,1
2513,55.0,1
2541,25.0,1
2582,107.0,1
2586,0.0,3
2591,52.0,1
2614,63.0,1
2631,107.0,1
2647,81.0,1
2680,34.0,1
2684,39.0,1
2685,55.0,1
2690,20.0,1
2726,113.0,1
2728,94.0,1
2739,18.0,1
2740,4.0,3
2751,39.0,1
2755,25.0,1
2782,47.0,1
2783,41.0,1
2784,41.0,1
2785,34.0,1
2812,29.0,1
2819,20.0,3
2825,115.0,1
2826,112.0,2
2852,47.0,1
2856,0.0,1
2859,42.0,1
2871,5.0,1
2883,0.0,1
2921,0.0,0
2924,102.0,1
2929,0.0,0
2933,0.0,0
2935,0.0,0
2938,0.0,0
2939,0.0,1
2948,107.0,1
2957,26.0,1
2983,34.0,1
2984,0.0,0
2991,49.0,1
3016,83.0,1
3017,66.0,1
3018,25.0,1
3022,55.0,1
3031,52.0,1
3037,21.0,1
3039,25.0,1
3049,91.0,1
3052,75.0,1
3056,17.0,3
3064,13.0,2
3076,0.0,1
3117,0.0,1
3118,36.0,3
3123,46.0,2
3124,73.0,1
3165,68.0,1
3170,46.0,1
3179,50.0,1
3182,0.0,1
3190,66.0,1
3191,11.0,3
3192,63.0,2
3193,58.0,1
3194,52.0,2
3195,31.0,1
3219,34.0,1
3221,47.0,1
3225,75.0,1
3237,20.0,1
3238,10.0,1
3248,9.0,1
3251,31.0,1
3256,50.0,1
3264,54.0,1
3281,39.0,1
3285,5.0,1
3288,81.0,1
3294,87.0,1
3297,78.0,1
3321,0.0,1
3322,38.0,2
3323,9.0,2
3324,36.0,1
3325,15.0,1
3334,29.0,1
3350,29.0,1
3353,21.0,1
3356,17.0,3
3378,86.0,1
3380,16.0,8
3386,44.0,1
3387,70.0,1
3392,54.0,1
3399,38.0,2
3422,47.0,4
3423,36.0,1
3424,12.0,1
3425,6.0,1
3431,12.0,1
3432,17.0,3
3435,5.0,3
3450,47.0,1
3454,23.0,2
3468,0.0,4
3478,31.0,1
3479,69.0,3
3480,70.0,1
3495,0.0,0
3523,0.0,1
3524,0.0,0
3525,10.0,4
3526,7.0,5
3527,9.0,3
3536,10.0,1
3538,55.0,1
3548,21.0,1
3549,0.0,1
3552,95.0,1
3556,12.0,1
3567,55.0,1
3571,33.0,1
3578,71.0,1
3581,89.0,1
3586,66.0,1
3587,10.0,1
3626,5.0,4
3627,8.0,14
3628,31.0,3
3633,19.0,4
3634,7.0,1
3635,46.0,1
3636,2.0,3
3637,11.0,3
3651,47.0,1
3655,49.0,1
3656,5.0,1
3659,2.0,1
3665,26.0,1
3670,55.0,3
3671,52.0,1
3675,8.0,3
3676,55.0,2
3681,101.0,3
3684,78.0,1
3700,0.0,0
3725,0.0,2
3728,13.0,1
3729,46.0,5
3730,25.0,6
3734,1.0,3
3735,26.0,2
3745,6.0,10
3752,0.0,1
3754,4.0,1
3756,0.0,1
3765,0.0,1
3766,41.0,1
3769,26.0,4
3772,0.0,0
3775,13.0,2
3781,47.0,1
3825,39.0,1
3828,0.0,0
3830,24.0,3
3831,53.0,4
3832,38.0,5
3838,81.0,1
3839,10.0,1
3846,12.0,1
3847,60.0,1
3848,20.0,1
3850,10.0,2
3851,0.0,1
3852,30.0,3
3853,50.0,1
3856,33.0,2
3857,7.0,2
3858,21.0,3
3859,10.0,3
3862,24.0,2
3863,41.0,1
3867,0.0,1
3869,21.0,3
3870,29.0,2
3875,60.0,1
3882,104.0,2
3895,28.0,1
3921,94.0,3
3924,14.0,2
3929,20.0,1
3931,49.0,2
3933,63.0,2
3945,29.0,1
3947,10.0,1
3948,4.0,1
3949,38.0,1
3954,0.0,1
3958,0.0,0
3963,0.0,1
3964,32.0,2
3967,28.0,1
3968,1.0,3
3982,92.0,2
3985,0.0,0
3991,0.0,1
4006,39.0,1
4025,37.0,2
4029,0.0,1
4030,0.0,0
4034,26.0,1
4035,18.0,2
4041,49.0,1
4043,0.0,1
4046,0.0,0
4047,2.0,0
4048,7.0,3
4050,25.0,1
4054,45.0,2
4055,33.0,1
4059,1.0,3
4063,16.0,3
4069,23.0,2
4070,27.0,4
4082,128.0,1
4085,39.0,1
4101,65.0,1
4110,45.0,2
4129,36.0,1
4133,12.0,1
4135,0.0,1
4136,0.0,0
4137,0.0,1
4138,41.0,1
4143,0.0,1
4144,26.0,2
4148,0.0,0
4150,0.0,1
4152,3.0,7
4154,14.0,2
4155,14.0,5
4156,12.0,4
4158,39.0,2
4162,39.0,1
4163,44.0,1
4165,50.0,1
4167,20.0,1
4168,38.0,1
4171,18.0,3
4186,58.0,1
4210,0.0,0
4221,79.0,1
4222,111.0,2
4225,38.0,2
4227,4.0,1
4228,7.0,1
4232,33.0,1
4240,2.0,1
4245,57.0,1
4247,36.0,1
4250,27.0,3
4256,17.0,1
4259,5.0,4
4261,30.0,8
4263,54.0,1
4264,21.0,2
4265,41.0,1
4267,17.0,2
4271,57.0,1
4272,6.0,3
4280,2.0,1
4287,26.0,1
4308,34.0,1
4309,42.0,1
4329,10.0,2
4342,50.0,1
4345,12.0,2
4349,18.0,2
4356,25.0,2
4359,0.0,1
4362,10.0,5
4363,0.0,0
4365,35.0,2
4366,1.0,5
4367,12.0,4
4369,20.0,2
4371,23.0,3
4372,4.0,7
4381,66.0,1
4382,29.0,2
4383,102.0,1
4410,13.0,2
4425,25.0,2
4429,58.0,1
4442,33.0,1
4443,27.0,3
4444,27.0,5
4448,23.0,1
4449,42.0,1
4460,15.0,4
4461,15.0,4
4464,31.0,1
4465,29.0,1
4470,13.0,2
4471,0.0,1
4481,57.0,2
4482,97.0,2
4509,0.0,0
4513,81.0,1
4522,83.0,4
4526,0.0,1
4528,55.0,1
4530,36.0,1
4535,0.0,0
4543,0.0,2
4544,26.0,1
4548,20.0,4
4549,42.0,1
4554,42.0,1
4555,38.0,1
4556,19.0,8
4557,17.0,5
4558,37.0,3
4559,33.0,5
4560,32.0,4
4561,11.0,2
4562,35.0,4
4563,33.0,1
4564,33.0,1
4566,0.0,1
4567,38.0,1
4571,0.0,1
4581,47.0,1
4582,83.0,1
4625,49.0,1
4626,57.0,3
4627,44.0,4
4635,0.0,1
4636,0.0,0
4638,0.0,0
4639,54.0,1
4641,31.0,2
4644,38.0,2
4648,11.0,2
4649,23.0,2
4654,2.0,1
4655,37.0,3
4660,0.0,0
4664,25.0,1
4667,9.0,1
4669,21.0,2
4671,0.0,1
4672,0.0,2
4678,4.0,1
4681,106.0,3
4682,4.0,1
4718,54.0,1
4719,70.0,1
4720,62.0,1
4722,110.0,1
4723,54.0,2
4725,75.0,2
4727,34.0,1
4731,22.0,2
4732,0.0,1
4734,36.0,1
4735,29.0,4
4736,49.0,1
4737,25.0,7
4750,10.0,2
4753,8.0,4
4754,19.0,5
4755,28.0,1
4759,34.0,1
4761,9.0,2
4765,0.0,1
4766,19.0,2
4767,5.0,2
4768,0.0,0
4769,0.0,1
