id,avgspeed,cars
248,0.0,1
251,9.0,1
592,83.0,1
1044,36.0,1
1065,0.0,0
1066,20.0,1
1142,54.0,1
1148,23.0,1
1242,89.0,1
1268,26.0,1
1278,102.0,1
1374,97.0,1
1386,70.0,1
1455,91.0,1
1456,60.0,1
1473,83.0,1
1543,44.0,1
1554,23.0,1
1568,105.0,1
1583,50.0,1
1584,97.0,1
1646,49.0,1
1661,105.0,1
1684,58.0,1
1694,42.0,1
1743,44.0,1
1753,0.0,0
1784,78.0,1
1850,39.0,1
1954,7.0,1
2091,4.0,1
2166,60.0,2
2242,1.0,1
2284,102.0,1
2354,9.0,1
2433,89.0,1
2439,36.0,1
2626,0.0,10
2636,28.0,1
2647,97.0,1
2685,62.0,1
2726,49.0,1
2781,83.0,1
2783,49.0,1
2880,100.0,1
2931,0.0,0
3050,75.0,1
3075,52.0,1
3117,41.0,1
3129,0.0,1
3132,47.0,1
3149,0.0,4
3150,54.0,1
3165,47.0,1
3223,91.0,1
3229,24.0,2
3314,8.0,1
3321,0.0,1
3379,55.0,1
3435,0.0,0
3454,0.0,0
3464,26.0,1
3466,12.0,1
3480,75.0,1
3547,0.0,0
3550,42.0,1
3554,57.0,1
3654,25.0,1
3655,47.0,1
3681,59.0,2
3721,86.0,1
3755,4.0,1
3758,29.0,1
3764,2.0,1
3765,38.0,2
3770,38.0,1
3775,29.0,1
3855,54.0,1
3859,0.0,1
3862,18.0,1
3872,58.0,1
3954,5.0,1
3963,0.0,0
3964,55.0,1
3972,50.0,1
4034,18.0,2
4049,0.0,0
4055,44.0,1
4066,2.0,1
4069,50.0,1
4070,0.0,1
4136,102.0,1
4162,12.0,1
4163,55.0,2
4171,28.0,1
4183,75.0,1
4222,89.0,1
4238,86.0,1
4239,0.0,0
4245,63.0,1
4248,31.0,1
4260,65.0,1
4261,49.0,1
4264,31.0,2
4267,0.0,1
4340,0.0,1
4348,36.0,1
4349,60.0,1
4351,21.0,2
4356,19.0,1
4360,38.0,1
4362,0.0,1
4448,5.0,1
4452,38.0,2
