id,avgspeed,cars
2244,54.0,1
2727,38.0,1
3255,0.0,0
3379,78.0,1
3580,81.0,1
3624,26.0,1
3636,39.0,1
3725,21.0,1
3800,28.0,1
3832,50.0,1
3965,38.0,1
4057,52.0,1
4074,0.0,1
4153,49.0,1
4155,47.0,3
4169,0.0,4
4174,0.0,1
4250,5.0,2
4258,49.0,1
4260,76.0,1
4261,0.0,0
4264,46.0,2
4351,1.0,2
4362,0.0,1
4363,0.0,0
4364,1.0,1
4461,0.0,1
4548,20.0,1
4627,29.0,1
4747,34.0,1
4749,49.0,1
4750,0.0,2
4753,31.0,1
4754,0.0,1
4771,2.0,1
4773,18.0,1
4966,23.0,1
4971,33.0,1
5052,39.0,1
5248,20.0,1
5445,0.0,1
5479,34.0,1
5644,55.0,1
5652,39.0,1
5725,21.0,1
5737,0.0,0
5744,41.0,1
5779,23.0,1
5857,31.0,1
5864,0.0,0
5957,26.0,1
5977,15.0,1
6045,44.0,1
6068,0.0,2
6069,13.0,1
6075,38.0,1
6089,66.0,1
6141,29.0,1
6149,10.0,1
6168,2.0,0
6173,42.0,1
6179,4.0,1
6181,62.0,1
6247,0.0,1
6258,0.0,1
6267,47.0,1
6293,0.0,0
6294,0.0,1
6357,68.0,1
6370,29.0,1
6371,30.0,2
6385,94.0,1
6445,31.0,1
6461,10.0,1
6471,39.0,1
6480,46.0,1
6548,0.0,1
6561,5.0,1
6573,0.0,2
6576,22.0,2
6654,0.0,1
6655,38.0,1
6656,29.0,2
6657,8.0,1
6658,0.0,1
6659,0.0,1
6661,41.0,1
6662,66.0,1
6670,38.0,1
6747,46.0,1
6762,33.0,1
6777,66.0,1
6863,32.0,2
6963,19.0,3
7031,73.0,1
7063,44.0,1
7065,0.0,1
7164,36.0,1
7193,26.0,1
7211,107.0,1
7363,25.0,1
7391,52.0,1
7394,62.0,1
7462,0.0,2
7483,63.0,1
7538,103.0,1
7565,4.0,1
7665,26.0,1
7672,54.0,1
7705,60.0,1
7720,70.0,1
7765,33.0,1
7812,4.0,1
7853,2.0,1
7914,36.0,1
7953,87.0,1
8067,46.0,2
8113,25.0,1
8181,63.0,1
8186,52.0,1
8188,0.0,2
8227,91.0,2
8268,76.0,1
8278,68.0,1
8314,33.0,1
8450,120.0,1
8463,46.0,1
8630,0.0,0
8737,1.0,5
8843,78.0,1
8862,0.0,1
8950,95.0,1
8952,50.0,1
8956,52.0,1
9065,118.0,1
9158,0.0,2
9284,0.0,1
9351,63.0,1
9485,94.0,1
9486,42.0,1
9553,91.0,1
