id,avgspeed,cars
133,33.0,1
147,18.0,1
162,55.0,1
173,23.0,1
196,99.0,3
200,65.0,1
236,116.0,1
241,52.0,1
275,21.0,1
314,41.0,1
337,95.0,2
341,13.0,1
348,34.0,1
352,41.0,2
373,75.0,1
433,33.0,1
437,123.0,1
438,55.0,1
449,9.0,1
460,39.0,1
552,21.0,2
669,52.0,1
692,110.0,1
743,18.0,1
744,31.0,1
783,99.0,1
791,134.0,1
846,17.0,1
848,8.0,1
853,26.0,1
867,25.0,1
868,1.0,4
940,115.0,1
944,26.0,1
955,38.0,1
958,46.0,2
1084,68.0,1
1087,89.0,1
1098,1.0,4
1099,2.0,1
1152,55.0,1
1157,18.0,1
1186,91.0,1
1197,15.0,11
1198,4.0,6
1199,1.0,4
1241,68.0,1
1248,28.0,1
1252,50.0,1
1253,26.0,1
1280,46.0,1
1281,91.0,1
1283,84.0,2
1285,34.0,4
1289,58.0,1
1292,29.0,1
1342,92.0,2
1345,47.0,1
1346,21.0,1
1347,17.0,1
1348,16.0,3
1354,60.0,2
1375,87.0,1
1386,99.0,2
1388,60.0,1
1392,45.0,2
1395,55.0,1
1446,39.0,1
1447,46.0,1
1451,97.0,1
1452,84.0,2
1454,66.0,1
1455,23.0,5
1456,37.0,5
1457,44.0,1
1471,92.0,1
1484,28.0,1
1492,54.0,2
1495,60.0,1
1546,27.0,3
1549,73.0,1
1553,39.0,1
1554,14.0,9
1555,3.0,3
1556,20.0,6
1557,58.0,2
1559,83.0,2
1568,42.0,1
1569,83.0,1
1570,100.0,1
1583,20.0,1
1585,95.0,1
1594,55.0,1
1598,17.0,1
1599,20.0,1
1646,49.0,1
1647,57.0,3
1648,100.0,1
1652,16.0,2
1654,46.0,2
1655,8.0,10
1656,12.0,5
1660,102.0,2
1661,94.0,1
1663,76.0,1
1664,91.0,3
1667,50.0,1
1683,31.0,3
1684,77.0,2
1693,34.0,2
1694,26.0,1
1695,21.0,1
1741,71.0,1
1743,81.0,1
1745,76.0,1
1746,79.0,1
1747,25.0,1
1750,44.0,2
1755,17.0,1
1756,13.0,1
1792,7.0,9
1795,29.0,1
1843,91.0,2
1846,6.0,2
1847,16.0,7
1854,21.0,2
1867,10.0,1
1883,115.0,1
1891,8.0,2
1892,5.0,1
1893,27.0,3
1894,21.0,1
1940,91.0,1
1941,70.0,2
1944,57.0,1
1945,48.0,2
1955,65.0,1
1981,39.0,1
1983,71.0,1
1992,9.0,1
2038,107.0,1
2039,99.0,1
2044,71.0,1
2045,62.0,2
2048,54.0,1
2054,9.0,1
2081,55.0,1
2090,20.0,1
2096,21.0,1
2098,58.0,1
2123,70.0,1
2137,97.0,2
2138,55.0,1
2140,29.0,3
2141,25.0,1
2144,12.0,2
2146,34.0,1
2147,12.0,1
2155,33.0,11
2173,23.0,1
2189,16.0,2
2190,17.0,1
2240,30.0,2
2241,24.0,3
2242,26.0,2
2244,38.0,2
2245,94.0,2
2246,29.0,3
2247,2.0,3
2279,52.0,1
2292,60.0,1
2302,60.0,1
2334,100.0,1
2335,87.0,3
2339,44.0,1
2340,12.0,1
2341,34.0,3
2346,110.0,1
2347,19.0,4
2348,3.0,4
2349,60.0,2
2385,10.0,3
2386,17.0,1
2412,25.0,1
2433,52.0,2
2446,99.0,1
2448,12.0,1
2466,41.0,1
2477,46.0,1
2531,86.0,1
2532,100.0,2
2539,39.0,1
2541,23.0,1
2546,79.0,2
2555,23.0,3
2566,75.0,1
2591,44.0,1
2629,83.0,1
2630,92.0,2
2636,36.0,2
2650,57.0,1
2654,33.0,1
2655,20.0,3
2673,55.0,1
2684,73.0,1
2685,54.0,1
2686,18.0,1
2704,75.0,1
2710,78.0,1
2726,91.0,2
2728,112.0,1
2733,62.0,1
2735,42.0,1
2738,20.0,1
2747,102.0,1
2751,14.0,3
2753,28.0,1
2754,15.0,1
2755,16.0,5
2757,54.0,1
2781,92.0,1
2789,18.0,1
2790,38.0,1
2804,65.0,1
2813,55.0,1
2838,18.0,4
2839,9.0,1
2848,113.0,1
2852,6.0,2
2855,47.0,3
2857,49.0,1
2875,39.0,1
2879,91.0,2
2880,128.0,1
2885,39.0,1
2920,12.0,2
2924,105.0,1
2933,13.0,1
2935,18.0,4
2937,22.0,3
2948,86.0,1
2952,34.0,1
2955,26.0,2
2960,50.0,1
2965,58.0,1
2991,38.0,2
3017,63.0,1
3024,75.0,2
3034,4.0,1
3036,12.0,1
3037,17.0,6
3038,10.0,1
3039,33.0,1
3049,86.0,1
3052,54.0,1
3065,25.0,1
3079,115.0,1
3080,79.0,2
3082,44.0,1
3088,20.0,1
3091,26.0,1
3094,5.0,1
3119,55.0,1
3123,91.0,2
3130,9.0,1
3138,18.0,1
3179,39.0,1
3185,12.0,1
3191,31.0,3
3192,68.0,1
3193,39.0,3
3194,38.0,1
3220,57.0,1
3223,63.0,1
3225,52.0,2
3231,13.0,1
3234,38.0,1
3249,42.0,1
3250,79.0,1
3252,36.0,1
3253,46.0,1
3256,33.0,1
3264,18.0,1
3278,74.0,2
3279,71.0,3
3284,25.0,2
3293,54.0,1
3294,71.0,1
3296,68.0,1
3317,18.0,1
3321,18.0,2
3322,40.0,2
3329,44.0,1
3331,10.0,3
3332,16.0,3
3333,33.0,1
3335,26.0,1
3338,4.0,1
3351,103.0,1
3355,31.0,1
3379,100.0,2
3387,60.0,1
3399,44.0,1
3434,26.0,1
3435,1.0,7
3436,17.0,1
3439,46.0,1
3450,54.0,1
3454,13.0,1
3456,4.0,3
3464,19.0,4
3465,5.0,1
3478,45.0,2
3479,68.0,2
3480,83.0,1
3485,18.0,1
3486,70.0,1
3497,31.0,1
3498,44.0,1
3522,89.0,1
3524,3.0,2
3525,13.0,4
3526,9.0,2
3536,8.0,1
3538,46.0,1
3548,50.0,1
3552,81.0,2
3553,34.0,1
3556,13.0,2
3557,29.0,2
3559,29.0,1
3565,28.0,1
3567,31.0,1
3576,75.0,2
3621,94.0,1
3626,15.0,1
3628,23.0,1
3633,17.0,5
3636,11.0,3
3651,57.0,1
3653,77.0,2
3654,13.0,3
3655,26.0,3
3656,19.0,5
3658,14.0,3
3664,28.0,1
3669,12.0,1
3681,108.0,1
3721,81.0,2
3725,15.0,1
3726,13.0,1
3729,33.0,1
3730,30.0,2
3733,39.0,1
3734,17.0,1
3736,41.0,1
3738,21.0,1
3746,46.0,1
3754,23.0,1
3755,19.0,2
3759,26.0,1
3763,38.0,1
3764,2.0,1
3765,25.0,2
3773,33.0,1
3775,14.0,1
3782,58.0,1
3821,91.0,2
3825,38.0,1
3830,23.0,1
3831,11.0,5
3833,37.0,2
3834,34.0,1
3839,36.0,3
3844,42.0,1
3848,13.0,1
3849,44.0,1
3850,14.0,3
3851,18.0,4
3852,14.0,4
3853,38.0,3
3854,22.0,4
3855,31.0,3
3857,5.0,1
3858,8.0,8
3859,10.0,2
3860,21.0,1
3862,4.0,1
3863,13.0,1
3868,16.0,2
3869,34.0,1
3870,34.0,1
3882,64.0,2
3921,98.0,2
3926,2.0,2
3927,2.0,1
3931,42.0,1
3933,52.0,2
3935,13.0,3
3936,2.0,5
3940,29.0,2
3943,21.0,1
3945,38.0,1
3950,29.0,1
3954,2.0,7
3956,1.0,1
3958,8.0,4
3963,16.0,2
3968,9.0,1
3971,14.0,2
3974,55.0,1
4006,4.0,1
4021,83.0,1
4026,15.0,1
4027,20.0,1
4028,21.0,1
4029,22.0,2
4031,29.0,1
4035,24.0,2
4038,16.0,2
4041,29.0,1
4046,2.0,8
4048,30.0,2
4053,50.0,1
4054,3.0,11
4055,39.0,1
4056,23.0,3
4057,17.0,1
4059,15.0,1
4063,44.0,1
4064,28.0,1
4069,1.0,3
4070,18.0,1
4103,71.0,1
4104,57.0,1
4109,57.0,1
4133,39.0,1
4134,22.0,3
4136,39.0,1
4137,11.0,4
4140,21.0,2
4142,39.0,1
4145,54.0,1
4146,55.0,2
4147,46.0,2
4151,16.0,3
4152,30.0,4
4153,44.0,3
4154,2.0,7
4155,16.0,4
4157,18.0,6
4158,24.0,3
4163,18.0,1
4165,47.0,1
4168,29.0,1
4169,23.0,1
4171,18.0,1
4173,31.0,1
4174,33.0,1
4183,94.0,1
4232,7.0,1
4233,42.0,1
4238,11.0,3
4239,16.0,7
4242,29.0,1
4243,42.0,1
4245,50.0,1
4247,38.0,1
4249,10.0,3
4250,22.0,3
4255,18.0,1
