id,avgspeed,cars
170,17.0,1
172,39.0,1
173,28.0,1
206,63.0,1
247,9.0,1
277,65.0,1
340,57.0,1
366,52.0,1
433,39.0,1
460,62.0,1
593,115.0,1
606,76.0,1
706,62.0,1
731,71.0,1
746,36.0,1
753,25.0,2
830,76.0,1
853,22.0,2
868,10.0,1
944,66.0,1
945,33.0,1
948,20.0,1
972,75.0,1
990,113.0,1
1033,39.0,1
1044,42.0,1
1058,39.0,1
1098,40.0,2
1129,41.0,1
1148,20.0,1
1149,34.0,1
1245,68.0,1
1251,47.0,1
1253,32.0,2
1255,21.0,1
1280,95.0,1
1283,108.0,2
1284,83.0,1
1285,55.0,3
1288,50.0,1
1296,66.0,1
1298,10.0,2
1349,23.0,3
1354,47.0,2
1369,36.0,1
1385,50.0,1
1386,63.0,1
1392,31.0,1
1449,55.0,1
1451,117.0,2
1454,52.0,1
1455,50.0,3
1468,75.0,1
1473,124.0,2
1484,35.0,2
1486,83.0,1
1506,79.0,1
1543,41.0,1
1549,84.0,1
1556,36.0,2
1558,89.0,1
1568,73.0,3
1569,113.0,1
1570,115.0,1
1648,114.0,2
1652,49.0,1
1655,9.0,2
1656,13.0,6
1659,129.0,1
1662,96.0,3
1665,101.0,6
1683,54.0,1
1686,49.0,1
1692,29.0,1
1694,39.0,1
1747,57.0,1
1749,23.0,1
1756,63.0,1
1767,2.0,1
1783,94.0,1
1784,86.0,1
1792,13.0,3
1795,44.0,1
1844,137.0,1
1854,36.0,1
1867,2.0,2
1883,105.0,1
1891,19.0,2
1893,11.0,1
1895,49.0,1
1940,126.0,1
1944,66.0,1
1983,92.0,2
1994,12.0,1
1995,83.0,1
2055,71.0,1
2081,26.0,1
2090,52.0,1
2096,21.0,1
2145,54.0,2
2146,32.0,2
2186,41.0,1
2202,81.0,1
2212,62.0,1
2236,92.0,1
2246,37.0,2
2247,5.0,1
2284,99.0,2
2295,60.0,1
2304,47.0,1
2305,55.0,1
2308,25.0,1
2345,55.0,1
2347,4.0,1
2354,12.0,1
2387,46.0,1
2394,75.0,1
2446,70.0,1
2448,10.0,1
2484,108.0,1
2507,73.0,1
2547,86.0,1
2554,39.0,1
2555,50.0,2
2583,92.0,1
2592,50.0,1
2630,89.0,1
2639,31.0,1
2647,78.0,1
2654,15.0,2
2683,47.0,1
2717,73.0,1
2727,110.0,1
