id,avgspeed,cars
196,70.0,1
351,41.0,1
366,73.0,1
394,116.0,1
460,38.0,2
658,12.0,1
744,46.0,1
791,121.0,1
872,68.0,1
899,68.0,1
1185,58.0,1
1197,70.0,1
1281,57.0,1
1282,60.0,4
1386,93.0,2
1395,63.0,1
1546,46.0,3
1554,41.0,1
1557,41.0,1
1558,121.0,1
1580,34.0,1
1596,55.0,1
1683,42.0,1
1749,2.0,1
1750,55.0,1
1792,23.0,2
1852,49.0,1
1854,70.0,1
1891,20.0,1
1940,97.0,1
1954,25.0,1
1994,13.0,1
2039,71.0,1
2045,73.0,1
2055,65.0,1
2084,84.0,1
2085,42.0,1
2090,29.0,1
2184,113.0,1
2243,50.0,1
2290,33.0,1
2302,76.0,1
2334,97.0,1
2434,86.0,1
2439,41.0,1
2484,28.0,1
2582,94.0,1
2631,49.0,1
2655,62.0,1
2728,95.0,1
2784,50.0,1
2855,57.0,1
2883,29.0,1
2924,49.0,1
2935,34.0,1
2955,41.0,1
2983,25.0,1
2991,34.0,1
3024,59.0,2
3084,1.0,1
3223,99.0,1
3329,52.0,1
3334,38.0,1
3356,20.0,1
3380,25.0,1
3382,54.0,1
3423,17.0,1
3424,65.0,1
3447,52.0,1
3454,12.0,2
3455,36.0,1
3525,50.0,2
3526,84.0,1
3552,21.0,1
3553,46.0,1
3577,60.0,1
3580,110.0,1
3653,54.0,1
3665,12.0,1
3675,20.0,1
3681,99.0,3
3734,26.0,1
3756,31.0,1
3771,42.0,1
3826,9.0,6
3831,1.0,3
3832,58.0,2
3844,35.0,2
3850,42.0,2
3851,63.0,1
3855,57.0,1
3857,23.0,3
3859,15.0,1
3861,25.0,1
3862,44.0,1
3869,49.0,1
3871,23.0,1
3875,44.0,1
3921,100.0,1
3926,16.0,1
3934,66.0,1
3938,44.0,1
3941,31.0,1
3945,20.0,2
3946,4.0,1
3957,15.0,1
3964,52.0,1
3965,49.0,1
3967,15.0,2
3968,4.0,1
3971,60.0,1
4034,12.0,1
4035,21.0,2
4044,38.0,1
4056,39.0,1
4066,38.0,1
4069,34.0,1
4070,33.0,2
4127,12.0,1
4132,62.0,1
4143,2.0,1
4152,29.0,3
4153,26.0,1
4154,44.0,1
4155,7.0,1
4156,73.0,1
4158,13.0,3
4159,41.0,1
4163,33.0,3
4165,49.0,1
4166,34.0,1
4168,39.0,1
4183,87.0,1
4222,123.0,1
4237,53.0,2
4238,50.0,2
4242,38.0,2
4245,57.0,3
4248,38.0,1
4256,14.0,2
4259,15.0,7
4262,3.0,3
4263,31.0,1
4264,7.0,1
4265,34.0,1
4266,55.0,2
4267,13.0,1
4283,80.0,2
4340,25.0,1
4342,20.0,1
4344,33.0,1
4345,16.0,2
4349,39.0,1
4352,26.0,1
4359,16.0,2
4363,18.0,3
4364,21.0,2
4366,18.0,6
4382,21.0,1
4412,58.0,1
4422,84.0,1
4430,44.0,1
4444,17.0,2
4447,23.0,1
4459,25.0,1
4464,6.0,2
4466,21.0,2
4483,123.0,1
4532,65.0,1
4540,33.0,1
4544,34.0,1
4548,32.0,2
4556,19.0,5
4558,33.0,1
4559,46.0,2
4561,40.0,2
4562,14.0,2
4564,18.0,2
4568,27.0,2
4569,27.0,2
4622,109.0,2
4635,34.0,1
4638,65.0,1
4641,44.0,2
4643,12.0,2
4644,48.0,2
4647,14.0,3
4651,13.0,2
4654,8.0,4
4655,24.0,3
4656,29.0,1
4661,38.0,1
4664,9.0,1
4665,4.0,2
4669,21.0,6
4678,8.0,2
4722,46.0,1
4735,26.0,1
4737,57.0,1
4747,46.0,1
4748,21.0,1
4749,18.0,1
4751,7.0,1
4752,28.0,1
4753,14.0,4
4754,23.0,4
4756,11.0,2
4757,23.0,1
4758,34.0,2
4759,5.0,1
4765,25.0,3
4769,33.0,3
4770,41.0,1
4771,36.0,1
4781,79.0,1
4831,44.0,1
4835,38.0,1
4837,60.0,1
4839,16.0,2
4840,6.0,2
4841,54.0,1
4842,52.0,1
4847,4.0,1
4851,7.0,1
4854,26.0,1
4855,23.0,1
4856,4.0,3
4857,24.0,3
4858,9.0,2
4865,13.0,2
4869,50.0,1
4877,8.0,2
4881,76.0,1
4925,42.0,1
4941,58.0,1
4958,28.0,1
4964,29.0,1
4965,12.0,1
4968,21.0,1
4969,52.0,1
4970,49.0,1
4974,18.0,1
5022,107.0,1
5035,75.0,2
5049,39.0,1
5065,12.0,2
5074,44.0,1
5080,99.0,1
5122,31.0,1
5134,42.0,1
5140,23.0,1
5142,34.0,1
5145,23.0,2
5149,39.0,1
5168,29.0,1
5169,38.0,1
5172,31.0,2
5189,52.0,1
5242,31.0,1
5244,12.0,1
5245,29.0,2
5246,33.0,1
5248,22.0,3
5249,12.0,1
5250,17.0,2
5252,13.0,1
5256,41.0,2
5257,39.0,1
5263,17.0,2
5266,10.0,1
5267,26.0,1
5333,44.0,1
5341,18.0,2
5342,20.0,1
5352,17.0,1
5353,5.0,1
5358,24.0,2
5360,44.0,1
5363,33.0,2
5367,20.0,1
5371,5.0,1
5375,21.0,2
5421,26.0,1
5423,41.0,1
5444,17.0,1
5445,18.0,1
5448,49.0,1
5451,23.0,1
5452,28.0,1
5458,19.0,2
5462,15.0,1
5464,41.0,1
5465,25.0,2
5479,39.0,1
5480,33.0,1
5535,18.0,2
5541,41.0,1
5544,42.0,1
5547,42.0,1
5559,7.0,1
5563,54.0,1
5568,4.0,1
5569,22.0,2
5571,12.0,1
5627,9.0,1
5628,52.0,2
5634,20.0,1
5641,42.0,1
5644,16.0,4
5645,44.0,1
5646,37.0,2
5651,18.0,1
5657,9.0,2
5658,2.0,1
5663,62.0,1
5665,13.0,4
5669,13.0,2
5670,3.0,2
5673,23.0,2
5680,65.0,1
5722,103.0,1
5728,58.0,1
5733,49.0,3
5750,71.0,1
5751,20.0,1
5758,5.0,5
5762,54.0,1
5765,7.0,3
5766,14.0,3
5769,15.0,4
5777,39.0,1
5831,9.0,1
5835,47.0,1
5844,34.0,1
5846,23.0,2
5859,18.0,1
5860,11.0,2
5861,23.0,2
5863,20.0,2
5867,1.0,2
5869,26.0,3
5872,14.0,2
5927,42.0,1
5946,26.0,1
5947,25.0,1
5948,11.0,2
5949,4.0,1
5951,25.0,1
5952,14.0,5
5954,21.0,1
5958,13.0,1
5966,1.0,2
5968,12.0,3
5970,42.0,1
5972,47.0,1
5974,1.0,1
5980,94.0,1
6040,21.0,2
6047,28.0,1
6048,5.0,2
6050,23.0,1
6052,23.0,1
6058,7.0,1
6062,23.0,3
6063,25.0,1
6066,20.0,2
6067,49.0,1
6068,9.0,3
6071,10.0,1
6075,13.0,1
6142,42.0,1
6145,44.0,3
6149,55.0,1
6155,47.0,1
6163,2.0,1
6168,2.0,1
6169,5.0,10
6171,15.0,1
6173,38.0,1
6174,25.0,1
6175,9.0,2
6176,20.0,2
6203,50.0,2
6205,46.0,1
6206,47.0,1
6219,39.0,1
6244,52.0,1
6249,24.0,3
6250,18.0,2
6251,14.0,2
6253,39.0,1
6259,5.0,2
6263,13.0,1
6264,29.0,1
6266,9.0,3
6267,10.0,2
6269,28.0,1
6273,17.0,2
6274,12.0,2
6275,44.0,1
6276,31.0,1
6278,18.0,1
6319,75.0,1
6330,52.0,1
6343,62.0,1
6346,46.0,1
6347,49.0,1
6350,54.0,1
6359,13.0,1
6362,28.0,2
6364,18.0,4
6368,9.0,1
6370,7.0,1
6374,9.0,1
6431,38.0,1
6442,79.0,1
6445,27.0,4
6459,1.0,2
6460,2.0,1
6461,18.0,1
6464,66.0,1
6465,29.0,1
6471,38.0,1
6473,25.0,2
6474,54.0,1
6476,28.0,1
6540,50.0,1
6541,68.0,1
6544,58.0,1
6561,1.0,3
6562,2.0,2
6565,42.0,2
6569,50.0,1
6575,38.0,1
6581,94.0,1
6621,41.0,2
6640,69.0,4
6642,44.0,2
6648,47.0,1
6651,58.0,1
6655,28.0,1
6657,8.0,2
6658,10.0,2
6660,15.0,1
6674,21.0,1
6676,22.0,1
6684,10.0,1
6685,26.0,1
6709,46.0,1
6719,84.0,1
6740,13.0,2
6747,18.0,3
6756,44.0,1
6759,52.0,1
6770,7.0,1
6775,2.0,1
6784,9.0,3
6827,4.0,1
6836,46.0,1
6839,1.0,1
6845,58.0,1
6857,34.0,1
6859,33.0,1
6862,10.0,2
6866,47.0,1
6873,20.0,1
6875,20.0,1
6876,16.0,3
6877,53.0,2
6919,123.0,1
6933,52.0,1
6934,28.0,1
6937,21.0,1
6940,71.0,3
6944,50.0,1
6967,13.0,1
6968,23.0,1
6971,17.0,2
6977,10.0,1
6978,68.0,1
6979,68.0,1
7030,38.0,1
7041,59.0,2
7063,2.0,1
7070,21.0,1
7071,13.0,1
7079,31.0,1
7128,25.0,3
7140,73.0,1
7143,41.0,1
7154,46.0,1
7157,84.0,1
7163,16.0,2
7164,44.0,1
7180,55.0,1
7238,22.0,2
7239,5.0,2
7266,39.0,2
7273,1.0,1
7276,55.0,1
7278,47.0,1
7279,10.0,3
7314,129.0,1
7317,73.0,1
7319,62.0,1
7325,54.0,1
7337,44.0,1
7369,36.0,1
7371,34.0,1
7374,50.0,1
7382,71.0,1
7384,57.0,3
7424,65.0,1
7465,20.0,2
7466,25.0,3
7467,26.0,1
7482,41.0,2
7485,31.0,1
7517,89.0,1
7522,44.0,1
7537,62.0,2
7538,76.0,1
7540,42.0,1
7542,38.0,1
7543,10.0,1
7544,28.0,1
7554,12.0,2
7556,46.0,1
7584,75.0,1
7636,33.0,2
7639,83.0,1
7642,16.0,2
7643,13.0,1
7657,57.0,1
7665,33.0,1
7666,44.0,1
7685,41.0,1
7720,65.0,1
7736,21.0,1
7737,1.0,1
7740,118.0,2
7747,34.0,1
7787,42.0,1
7809,25.0,1
7820,71.0,1
7832,46.0,1
7850,34.0,1
7867,38.0,1
7890,26.0,1
7911,13.0,1
7912,25.0,1
7937,2.0,0
7943,107.0,2
7944,118.0,1
7973,28.0,1
7977,13.0,1
8016,87.0,1
8019,71.0,1
8030,92.0,1
8046,21.0,1
8050,37.0,2
8074,7.0,1
8083,15.0,1
8088,28.0,1
8112,49.0,1
8118,39.0,1
8127,52.0,1
8128,105.0,1
8129,100.0,2
8132,64.0,3
8135,18.0,1
8140,48.0,2
8157,20.0,1
8159,29.0,1
8168,42.0,2
8173,47.0,1
8177,33.0,1
8229,81.0,1
8247,113.0,1
8270,60.0,1
8273,41.0,1
8277,26.0,1
8282,20.0,1
8314,101.0,2
8332,45.0,2
8349,97.0,2
8368,13.0,2
8377,20.0,1
8379,5.0,2
8390,7.0,1
8393,50.0,1
8432,47.0,1
8444,26.0,1
8472,20.0,1
8531,44.0,1
8551,50.0,1
8583,71.0,1
8591,99.0,1
8597,83.0,1
8605,47.0,1
8607,65.0,1
8608,13.0,1
8611,18.0,2
8631,32.0,2
8640,84.0,1
8650,102.0,1
8653,112.0,1
8669,70.0,1
8677,39.0,1
8683,75.0,1
8691,59.0,2
8703,78.0,1
8711,46.0,1
8730,46.0,2
8736,50.0,1
8753,29.0,1
8755,25.0,1
8762,71.0,1
8770,7.0,1
8788,15.0,1
8818,46.0,1
8829,81.0,1
8836,17.0,1
8845,81.0,1
8859,41.0,1
8860,29.0,1
8873,5.0,2
8918,103.0,1
8941,34.0,1
8943,38.0,1
8955,41.0,1
8961,115.0,1
8962,99.0,2
9015,60.0,1
9017,50.0,1
9024,49.0,1
9028,52.0,1
9030,36.0,1
9034,29.0,1
9035,20.0,1
