id,avgspeed,cars
395,105.0,1
466,65.0,1
800,58.0,1
945,23.0,1
1468,73.0,1
1485,105.0,1
1494,54.0,1
1661,120.0,1
1692,20.0,1
1783,55.0,1
1948,50.0,1
2240,26.0,1
2340,1.0,6
2342,25.0,1
2780,84.0,1
3294,36.0,1
3499,13.0,1
3729,68.0,1
3954,49.0,1
4063,15.0,1
4155,20.0,1
4156,47.0,1
4173,33.0,1
4237,7.0,1
4238,52.0,1
4254,36.0,1
4263,47.0,1
4528,65.0,1
4544,57.0,1
4573,42.0,1
4771,17.0,1
4774,41.0,1
4947,21.0,1
4948,18.0,1
4976,34.0,1
4981,76.0,1
4989,21.0,3
5067,62.0,1
5254,42.0,1
5258,28.0,1
5342,2.0,1
5451,23.0,1
5536,36.0,1
5651,52.0,1
5663,73.0,1
5857,39.0,1
5860,15.0,1
5862,13.0,1
5866,4.0,6
5947,47.0,1
5957,42.0,1
5961,57.0,1
6056,25.0,1
6058,62.0,1
6067,33.0,1
6072,18.0,1
6098,41.0,1
6124,94.0,1
6150,25.0,1
6155,57.0,1
6157,26.0,1
6163,12.0,1
6167,17.0,2
6200,36.0,1
6240,47.0,1
6244,57.0,1
6247,55.0,1
6258,58.0,1
6270,21.0,2
6304,49.0,1
6321,58.0,1
6369,7.0,1
6445,5.0,1
6470,31.0,1
6581,87.0,1
6650,63.0,1
6659,9.0,1
6661,43.0,2
6703,49.0,1
6721,76.0,1
6740,36.0,1
6767,17.0,2
6839,10.0,1
6850,2.0,1
6855,41.0,1
6860,33.0,1
7002,49.0,1
7024,29.0,1
7074,46.0,1
7083,94.0,1
7150,73.0,1
7280,89.0,1
7393,63.0,1
7452,49.0,1
7512,10.0,1
7614,29.0,1
7703,68.0,1
7717,63.0,1
7777,65.0,1
7783,79.0,1
7827,55.0,1
7931,68.0,1
7985,31.0,1
8006,10.0,1
8245,36.0,1
8276,71.0,1
8326,110.0,1
8368,18.0,1
8478,34.0,1
8508,55.0,1
8531,60.0,1
8545,54.0,1
8578,26.0,1
8622,136.0,1
8671,29.0,1
8733,42.0,1
8734,38.0,1
8735,31.0,1
8851,7.0,1
8871,60.0,1
8874,38.0,1
8876,47.0,1
8981,17.0,1
8982,39.0,1
9034,21.0,1
9037,12.0,1
9050,31.0,1
9067,139.0,1
9073,62.0,1
9074,20.0,1
9075,68.0,1
9078,38.0,1
9115,108.0,1
9173,89.0,1
9187,50.0,1
9354,34.0,1
9380,89.0,1
9384,46.0,1
9501,46.0,1
9504,66.0,1
9508,36.0,1
9605,39.0,1
9706,7.0,1
9708,120.0,1
9818,46.0,1
9859,75.0,1
35,134.0,1
