id,avgspeed,cars
249,58.0,1
275,46.0,1
277,58.0,1
547,65.0,1
580,63.0,1
791,128.0,1
900,58.0,1
983,62.0,1
1045,34.0,1
1144,44.0,1
1251,46.0,1
1283,97.0,1
1387,60.0,1
1456,94.0,2
1557,76.0,1
1596,36.0,1
1647,38.0,1
1649,54.0,1
1661,97.0,1
1667,75.0,1
1696,71.0,1
1745,65.0,1
1883,84.0,1
1894,12.0,1
1944,100.0,1
2148,94.0,1
2312,54.0,1
2508,71.0,1
2547,95.0,1
2614,71.0,1
2665,17.0,1
2682,95.0,1
2820,15.0,1
2851,58.0,1
2865,42.0,1
2924,31.0,1
3015,58.0,1
3052,58.0,2
3119,50.0,1
3189,71.0,1
3218,34.0,1
3221,16.0,2
3253,57.0,1
3267,4.0,2
3279,71.0,1
3294,78.0,1
3321,13.0,2
3327,73.0,1
3354,42.0,1
3366,41.0,1
3389,52.0,1
3422,94.0,1
3423,60.0,1
3431,49.0,1
3454,52.0,1
3479,81.0,1
3486,31.0,3
3554,39.0,1
3565,54.0,1
3576,52.0,1
3622,99.0,1
3670,54.0,1
3733,46.0,1
3755,51.0,2
3760,91.0,1
3768,31.0,1
3774,110.0,1
3788,65.0,1
3832,46.0,1
3852,52.0,1
3854,73.0,1
3859,38.0,1
3861,13.0,2
3866,46.0,1
3871,38.0,1
3875,20.0,2
3938,49.0,1
3940,58.0,1
3947,36.0,1
3954,52.0,1
3959,42.0,1
3966,54.0,1
4042,44.0,1
4045,50.0,1
4050,38.0,1
4056,26.0,1
4059,29.0,1
4064,38.0,1
4121,100.0,1
4135,60.0,1
4140,23.0,1
4143,57.0,1
4146,44.0,1
4151,25.0,2
4154,63.0,1
4155,37.0,2
4156,33.0,1
4157,23.0,1
4163,58.0,1
4168,42.0,1
4170,15.0,1
4173,52.0,1
4184,15.0,1
4237,23.0,2
4254,15.0,1
4255,12.0,2
4257,5.0,1
4260,65.0,1
4266,38.0,2
4278,33.0,1
4282,66.0,1
4322,107.0,1
4329,44.0,1
4342,35.0,3
4343,25.0,2
4344,41.0,2
4345,26.0,2
4346,2.0,1
4350,21.0,1
4357,52.0,1
4360,4.0,1
4364,4.0,1
4442,12.0,1
4444,23.0,4
4445,33.0,1
4448,3.0,3
4449,49.0,1
4456,12.0,1
4460,25.0,1
4462,20.0,1
4463,57.0,1
4465,44.0,1
4466,21.0,1
4468,50.0,1
4469,47.0,1
4514,26.0,1
4521,39.0,1
4536,54.0,1
4544,33.0,2
4547,39.0,1
4550,46.0,2
4555,39.0,1
4556,32.0,5
4557,34.0,2
4558,14.0,2
4559,24.0,3
4561,37.0,3
4562,16.0,3
4563,41.0,1
4564,10.0,3
4565,29.0,3
4568,1.0,4
4569,11.0,1
4571,9.0,1
4626,15.0,1
4633,63.0,1
4635,51.0,2
4640,18.0,1
4648,21.0,2
4651,33.0,1
4655,34.0,1
4669,36.0,1
4718,33.0,1
4722,49.0,1
4723,44.0,1
4747,20.0,1
4750,46.0,1
4752,15.0,1
4753,29.0,3
4754,9.0,1
4755,39.0,1
4757,9.0,2
4758,39.0,1
4759,36.0,1
4769,9.0,4
4771,28.0,1
4777,31.0,1
4832,49.0,1
4838,38.0,1
4847,2.0,1
4859,26.0,1
4860,1.0,1
4865,32.0,2
4871,13.0,1
4872,36.0,1
4927,17.0,1
4937,17.0,1
4938,47.0,1
4951,5.0,1
4967,13.0,1
4968,15.0,1
4971,28.0,1
4973,39.0,1
4979,13.0,1
5033,13.0,2
5042,42.0,1
5046,22.0,3
5049,31.0,2
5051,2.0,1
5052,33.0,2
5053,23.0,2
