id,avgspeed,cars
173,12.0,2
236,101.0,2
248,0.0,2
250,0.0,0
276,46.0,1
333,33.0,1
442,65.0,1
448,0.0,1
538,128.0,1
542,46.0,1
573,68.0,1
644,1.0,2
739,94.0,1
743,49.0,1
746,18.0,2
748,21.0,1
760,18.0,1
843,0.0,1
844,47.0,1
848,0.0,0
865,0.0,1
867,7.0,2
891,123.0,1
900,66.0,1
945,13.0,1
948,36.0,1
989,87.0,1
998,33.0,1
1044,47.0,1
1047,38.0,1
1099,0.0,0
1168,0.0,1
1250,41.0,1
1252,41.0,1
1280,0.0,0
1281,83.0,1
1284,57.0,1
1286,60.0,2
1290,69.0,3
1345,57.0,1
1351,49.0,1
1354,13.0,2
1368,81.0,1
1376,92.0,1
1386,64.0,3
1427,65.0,1
1442,81.0,1
1454,0.0,0
1455,33.0,2
1484,47.0,1
1485,84.0,1
1532,44.0,1
1537,31.0,1
1541,20.0,1
1543,34.0,4
1549,105.0,1
1554,26.0,4
1555,13.0,1
1597,29.0,1
1628,29.0,1
1648,118.0,1
1649,52.0,1
1651,58.0,1
1653,41.0,1
1656,21.0,2
1659,99.0,1
1660,0.0,0
1663,112.0,1
1665,115.0,1
1666,97.0,1
1683,58.0,1
1693,58.0,1
1697,0.0,0
1725,79.0,1
1746,102.0,1
1748,66.0,1
1750,49.0,3
1752,20.0,1
1753,15.0,1
1754,62.0,1
1781,0.0,1
1785,25.0,1
1792,26.0,2
1848,19.0,2
1855,29.0,1
1883,95.0,2
1891,33.0,2
1892,0.0,1
1940,86.0,1
1941,99.0,1
1954,29.0,1
1981,0.0,0
1991,0.0,1
2038,0.0,0
2091,42.0,1
2140,39.0,1
2144,21.0,1
2147,2.0,1
2148,63.0,1
2184,17.0,1
2240,0.0,0
2246,44.0,1
2247,4.0,1
2253,10.0,3
2254,18.0,1
2255,20.0,1
2273,42.0,1
2288,66.0,1
2334,99.0,1
2335,120.0,1
2346,99.0,1
2348,0.0,1
2355,0.0,0
2367,54.0,1
2373,33.0,1
2385,0.0,10
2387,87.0,1
2446,65.0,1
2450,55.0,1
2484,49.0,1
2487,63.0,1
2532,98.0,2
2539,44.0,1
2555,0.0,2
2566,66.0,1
2586,38.0,2
2587,33.0,1
2623,50.0,1
2629,94.0,1
2635,26.0,1
2651,44.0,1
2682,105.0,1
2721,34.0,1
2728,95.0,1
2734,0.0,3
2747,102.0,1
2755,47.0,1
2767,41.0,1
2781,121.0,1
2822,25.0,1
2838,55.0,1
2848,85.0,2
2852,0.0,1
2855,54.0,1
2856,0.0,0
2865,65.0,1
2880,95.0,1
2884,4.0,1
2937,17.0,1
2952,54.0,1
2956,26.0,1
2965,26.0,1
2979,92.0,1
2986,12.0,1
2988,54.0,1
2991,35.0,2
3016,87.0,1
3024,85.0,2
3037,4.0,1
3052,49.0,1
3056,62.0,1
3078,83.0,1
3088,65.0,1
3123,97.0,1
3137,28.0,1
3150,94.0,1
3165,50.0,1
3180,21.0,1
3191,13.0,2
3236,0.0,0
3256,50.0,1
3295,92.0,1
3298,71.0,1
3319,46.0,1
