id,avgspeed,cars
162,63.0,1
196,98.0,2
251,0.0,1
273,44.0,1
274,49.0,1
277,73.0,1
295,112.0,1
341,54.0,2
349,0.0,0
352,39.0,1
433,49.0,1
448,36.0,1
460,54.0,1
493,112.0,1
494,118.0,1
542,29.0,1
644,2.0,3
667,33.0,2
743,52.0,1
745,42.0,1
746,46.0,1
767,42.0,1
945,26.0,1
953,43.0,2
967,9.0,1
999,55.0,1
1044,7.0,1
1049,0.0,0
1056,0.0,0
1069,41.0,1
1088,124.0,1
1089,87.0,1
1098,3.0,1
1099,23.0,1
1143,34.0,1
1145,29.0,1
1148,0.0,1
1151,44.0,1
1153,36.0,1
1156,18.0,3
1157,46.0,1
1168,9.0,2
1186,107.0,1
1250,31.0,1
1253,20.0,1
1255,34.0,3
1268,23.0,3
1269,0.0,0
1278,103.0,1
1281,87.0,2
1282,92.0,1
1283,78.0,1
1290,68.0,1
1297,9.0,1
1298,0.0,0
1345,46.0,1
1347,33.0,1
1349,4.0,1
1368,71.0,2
1375,103.0,1
1376,87.0,4
1377,87.0,1
1398,23.0,1
1406,60.0,1
1442,79.0,1
1446,25.0,1
1450,0.0,1
1454,79.0,3
1456,87.0,1
1471,107.0,1
1484,47.0,1
1485,87.0,2
1494,58.0,1
1550,89.0,1
1554,24.0,2
1555,0.0,0
1556,47.0,2
1558,85.0,4
1567,31.0,1
1568,89.0,1
1569,99.0,1
1584,0.0,1
1646,50.0,1
1647,68.0,4
1648,84.0,2
1653,0.0,1
1654,28.0,1
1655,5.0,1
1656,13.0,1
1657,0.0,0
1661,104.0,2
1662,73.0,1
1664,79.0,1
1667,45.0,2
1683,26.0,6
1692,13.0,1
1693,60.0,1
1743,10.0,1
1744,49.0,1
1748,54.0,1
1784,55.0,3
1792,11.0,1
1841,87.0,1
1843,78.0,1
1844,79.0,5
1847,7.0,1
1867,0.0,1
1883,81.0,1
1891,7.0,1
1892,10.0,1
1940,71.0,2
1942,77.0,2
1943,54.0,1
1944,0.0,1
1967,49.0,1
1984,3.0,10
1992,22.0,4
1993,38.0,1
2038,112.0,1
2045,35.0,2
2066,0.0,1
2084,94.0,1
2085,41.0,1
