id,avgspeed,cars
152,54.0,1
196,86.0,1
233,12.0,3
241,68.0,1
251,0.0,1
372,0.0,1
373,62.0,1
394,117.0,2
433,21.0,1
442,50.0,1
448,34.0,1
542,62.0,1
593,123.0,1
642,57.0,1
646,71.0,1
746,44.0,2
760,9.0,1
843,49.0,1
844,2.0,2
945,34.0,1
956,0.0,1
999,55.0,1
1006,0.0,1
1030,0.0,0
1041,84.0,1
1044,54.0,1
1068,13.0,1
1129,33.0,1
1145,52.0,1
1148,19.0,1
1152,29.0,1
1153,0.0,1
1168,52.0,1
1170,33.0,1
1197,1.0,1
1251,38.0,1
1253,33.0,2
1255,34.0,1
1266,52.0,1
1270,65.0,1
1277,118.0,1
1280,110.0,1
1281,97.0,1
1285,112.0,1
1297,55.0,1
1298,52.0,1
1345,54.0,1
1359,42.0,1
1375,118.0,1
1377,105.0,1
1386,57.0,2
1392,34.0,1
1427,83.0,1
1446,50.0,1
1451,99.0,1
1452,116.0,2
1453,115.0,1
1455,0.0,1
1456,31.0,1
1464,38.0,1
1471,91.0,1
1473,124.0,1
1474,103.0,1
1495,5.0,2
1497,12.0,1
1543,29.0,1
1546,46.0,1
1554,41.0,1
1556,20.0,1
1557,44.0,1
1570,92.0,1
1583,0.0,0
1584,116.0,1
1585,94.0,1
1647,121.0,1
1654,65.0,1
1655,8.0,4
1656,1.0,1
1659,102.0,1
1753,12.0,2
1754,14.0,3
1792,0.0,0
1794,41.0,1
1844,150.0,1
1846,65.0,1
1847,21.0,1
1850,42.0,1
1855,0.0,0
1867,60.0,1
1891,3.0,1
1892,9.0,1
1944,113.0,1
1945,46.0,1
1965,0.0,1
1983,111.0,2
2038,78.0,3
2039,121.0,1
2045,39.0,1
2055,73.0,2
2137,13.0,3
2189,8.0,3
2201,68.0,1
2235,97.0,1
2236,42.0,3
2241,31.0,1
2242,49.0,1
2247,0.0,0
2249,60.0,1
2254,0.0,1
2266,41.0,1
2346,96.0,3
2366,68.0,1
2368,58.0,1
2384,116.0,1
2433,91.0,1
2466,55.0,1
2566,49.0,1
2571,23.0,1
2583,87.0,1
2586,57.0,1
2592,47.0,1
2629,97.0,2
2631,71.0,2
2641,0.0,1
2655,50.0,1
2686,23.0,1
2711,57.0,1
2716,55.0,1
2727,91.0,1
2765,20.0,1
2781,109.0,2
2789,36.0,1
2790,76.0,1
2818,92.0,1
2820,47.0,1
2855,49.0,1
2856,0.0,0
2857,23.0,1
2865,0.0,0
2877,4.0,1
2919,46.0,1
2949,100.0,1
2955,19.0,2
2956,0.0,0
2979,83.0,1
2981,78.0,1
3023,95.0,1
3050,86.0,1
3118,0.0,1
3122,18.0,1
3123,126.0,1
3138,0.0,2
3156,7.0,2
3163,102.0,1
3165,49.0,1
3176,58.0,1
3178,99.0,1
3193,31.0,1
3194,20.0,1
3223,65.0,1
3250,103.0,1
3288,94.0,1
3295,110.0,1
3296,102.0,1
3319,14.0,1
3321,25.0,2
3322,48.0,2
3351,95.0,2
3356,33.0,4
3364,70.0,1
3387,81.0,1
3392,0.0,0
3400,99.0,2
3414,0.0,0
3422,50.0,3
3435,13.0,1
3454,58.0,1
3465,0.0,0
3466,0.0,0
3478,60.0,4
3479,57.0,1
3480,92.0,1
3514,15.0,1
3530,2.0,1
3554,31.0,2
3557,55.0,1
3561,65.0,1
3565,0.0,1
3581,86.0,1
3621,91.0,2
3625,54.0,1
3626,31.0,1
3627,31.0,1
3632,52.0,1
3633,25.0,1
3638,65.0,1
3658,21.0,6
3661,58.0,1
3672,44.0,1
3675,36.0,1
3678,5.0,1
3681,89.0,1
3693,0.0,0
3725,0.0,0
3729,29.0,1
3733,0.0,1
3734,0.0,0
3736,46.0,1
3746,25.0,1
3748,9.0,1
