id,avgspeed,cars
151,9.0,1
165,9.0,4
196,99.0,1
241,57.0,3
295,87.0,1
341,54.0,1
349,2.0,1
360,58.0,1
361,65.0,1
394,139.0,1
542,54.0,2
560,44.0,1
642,39.0,1
743,55.0,1
753,34.0,2
760,16.0,4
843,20.0,2
851,38.0,1
853,2.0,1
890,103.0,2
944,31.0,1
953,55.0,2
969,10.0,1
998,26.0,2
1044,38.0,5
1046,33.0,1
1053,34.0,1
1056,20.0,1
1057,42.0,1
1068,34.0,1
1069,13.0,1
1087,110.0,1
1098,33.0,1
1128,55.0,1
1145,49.0,1
1152,14.0,3
1153,25.0,1
1156,42.0,1
1157,32.0,2
1188,141.0,1
1197,29.0,1
1249,46.0,1
1253,33.0,2
1268,54.0,1
1269,17.0,1
1280,89.0,1
1281,121.0,1
1282,79.0,1
1286,50.0,1
1296,70.0,1
1297,55.0,1
1342,68.0,1
1349,3.0,2
1353,99.0,1
1355,47.0,1
1376,112.0,1
1386,65.0,1
1446,34.0,1
1451,95.0,1
1453,84.0,1
1454,57.0,1
1455,31.0,1
1456,61.0,2
1473,129.0,1
1495,5.0,1
1548,73.0,1
1554,23.0,5
1556,38.0,2
1557,47.0,3
1559,97.0,1
1569,94.0,1
1594,68.0,1
1596,29.0,1
1626,79.0,1
1643,70.0,1
1647,71.0,2
1648,81.0,2
1651,42.0,2
1652,28.0,1
1656,7.0,1
1661,100.0,1
1663,91.0,2
1664,121.0,1
1666,91.0,1
1692,25.0,1
1743,63.0,1
1744,44.0,1
1746,99.0,1
1749,26.0,1
1783,102.0,1
1792,12.0,1
1843,55.0,1
1847,21.0,2
1848,38.0,2
1883,78.0,1
1893,34.0,2
1940,94.0,1
1942,81.0,1
1944,68.0,1
1954,52.0,1
1967,83.0,1
1983,110.0,1
1994,1.0,1
2038,103.0,2
2045,110.0,1
2066,50.0,1
2090,57.0,1
2092,23.0,1
2137,83.0,3
2140,26.0,1
2155,5.0,3
2180,54.0,1
2191,36.0,1
2241,29.0,1
2242,52.0,1
2244,33.0,1
2288,49.0,2
2302,60.0,1
2304,66.0,1
2308,12.0,1
2322,68.0,1
2342,47.0,1
2345,58.0,1
2347,29.0,3
2353,49.0,1
2355,55.0,1
2384,70.0,1
2387,13.0,2
2429,60.0,1
2442,38.0,1
2466,58.0,2
2492,55.0,1
2493,44.0,1
2512,47.0,1
2531,92.0,1
2539,29.0,4
2586,10.0,1
2609,38.0,1
2615,55.0,1
2630,115.0,1
2639,42.0,2
2681,107.0,1
2682,131.0,1
2685,35.0,3
2727,77.0,3
2728,75.0,1
2734,36.0,1
2748,128.0,1
2755,42.0,1
2765,49.0,1
2783,75.0,1
2784,48.0,2
2801,21.0,1
2825,100.0,1
2853,41.0,1
2886,13.0,1
2914,65.0,1
2924,83.0,1
2932,31.0,1
2981,79.0,1
2983,10.0,1
2989,66.0,1
3015,46.0,2
3019,20.0,1
3022,65.0,1
3035,39.0,1
3037,48.0,2
3064,38.0,1
3079,97.0,1
3081,81.0,1
3119,15.0,1
3136,2.0,1
3150,108.0,1
3156,49.0,1
3181,23.0,2
3182,41.0,1
3192,75.0,1
3193,86.0,1
3220,76.0,2
3223,85.0,2
3227,46.0,1
3234,36.0,1
3238,37.0,2
3249,29.0,1
3256,45.0,2
3280,38.0,3
3294,92.0,1
3322,50.0,1
3332,39.0,1
3348,15.0,2
3351,108.0,1
3354,17.0,1
3356,33.0,3
3365,39.0,1
3378,57.0,1
3379,73.0,1
3380,33.0,2
3383,44.0,1
3386,9.0,1
3414,21.0,1
3415,33.0,1
3422,99.0,2
3424,52.0,2
3437,18.0,1
3452,105.0,1
3456,49.0,1
3463,6.0,2
3478,87.0,1
3486,18.0,1
3487,52.0,1
3524,25.0,1
3525,23.0,2
3538,15.0,3
3549,10.0,1
3552,71.0,1
3556,23.0,2
3557,49.0,1
3565,25.0,2
3576,86.0,1
3577,58.0,4
3581,95.0,1
3621,97.0,1
3633,17.0,2
3637,14.0,5
3653,78.0,3
3658,15.0,1
3664,12.0,1
3670,33.0,1
3675,38.0,1
3676,10.0,1
3683,87.0,1
3693,27.0,2
3721,97.0,3
3732,29.0,2
3733,23.0,1
3734,13.0,1
3736,14.0,2
3755,46.0,1
3756,17.0,2
3757,5.0,3
3758,19.0,3
3759,38.0,1
3764,36.0,1
3769,29.0,1
3774,58.0,1
3782,88.0,3
3806,49.0,1
3831,60.0,2
3833,5.0,4
3837,28.0,1
3839,34.0,1
3848,19.0,6
3849,18.0,2
3850,26.0,1
3851,55.0,1
3854,10.0,3
3856,46.0,1
3858,11.0,4
3859,21.0,3
3860,16.0,5
3862,10.0,1
3863,11.0,2
3869,7.0,1
3873,45.0,3
3875,42.0,1
3882,85.0,3
3938,60.0,1
3940,21.0,1
3941,26.0,1
3947,10.0,1
3955,57.0,1
3956,15.0,5
3958,21.0,1
3961,47.0,1
3962,12.0,2
3963,16.0,2
3965,30.0,2
3966,49.0,1
3967,25.0,1
3971,2.0,1
3972,15.0,2
3982,105.0,1
4007,55.0,1
4034,22.0,3
4042,23.0,1
4046,21.0,1
4049,9.0,1
4060,21.0,1
4061,34.0,1
4066,46.0,1
4068,15.0,1
4069,13.0,4
4070,4.0,8
4071,39.0,3
4148,41.0,1
4149,9.0,1
4150,26.0,1
4152,18.0,2
4153,39.0,2
4154,20.0,7
4155,29.0,2
4157,28.0,4
4158,32.0,2
4159,29.0,1
4163,6.0,6
4164,31.0,1
4167,13.0,2
4168,4.0,1
4169,42.0,1
4170,17.0,6
4171,20.0,9
4177,21.0,1
4182,105.0,1
4183,79.0,2
4234,54.0,1
4237,24.0,3
4238,46.0,1
4239,57.0,1
4243,15.0,1
4250,25.0,3
4252,31.0,1
4259,13.0,6
4260,49.0,1
4261,5.0,5
4262,18.0,7
4263,12.0,5
4264,56.0,2
4265,50.0,1
4266,14.0,2
4267,21.0,3
4283,87.0,1
4292,62.0,1
4320,18.0,1
4322,79.0,2
4336,42.0,1
4340,44.0,4
4345,9.0,3
4350,21.0,1
4354,12.0,2
4356,1.0,1
4363,9.0,1
4366,18.0,8
4367,9.0,4
4371,48.0,2
4377,38.0,1
4408,39.0,1
4410,23.0,1
4412,38.0,1
4430,38.0,2
4442,37.0,3
4448,25.0,1
4449,32.0,2
4453,12.0,1
4456,21.0,1
4457,3.0,5
4458,27.0,2
4459,23.0,1
4461,26.0,1
4464,10.0,2
4465,38.0,1
4467,24.0,2
4468,46.0,1
4470,17.0,3
4471,21.0,3
4483,91.0,1
4507,26.0,1
4521,31.0,1
4526,25.0,1
4531,76.0,1
4541,40.0,2
4548,34.0,2
4550,33.0,1
4551,34.0,1
4554,4.0,2
4555,35.0,3
4556,21.0,1
4557,27.0,2
4558,12.0,1
4559,13.0,2
4563,22.0,2
4567,42.0,2
4568,25.0,4
4571,11.0,2
4581,13.0,2
4582,102.0,1
4624,2.0,1
4635,23.0,2
4647,4.0,7
4648,9.0,1
4651,6.0,4
4652,8.0,2
4653,12.0,1
4654,17.0,6
4655,4.0,7
4664,2.0,0
4668,31.0,1
4669,8.0,5
4671,15.0,2
4672,29.0,1
4681,81.0,1
4722,78.0,1
4723,33.0,3
4724,75.0,1
4728,19.0,1
4729,38.0,1
4735,23.0,1
4737,31.0,2
4740,52.0,2
4752,15.0,2
4753,21.0,5
4754,10.0,4
4760,66.0,1
4765,13.0,3
4767,7.0,3
4768,5.0,5
4777,25.0,1
4829,10.0,1
4830,17.0,2
4831,29.0,2
4832,39.0,1
4835,7.0,1
4840,12.0,3
4847,21.0,2
4848,23.0,2
4852,41.0,1
4853,2.0,4
4856,13.0,3
4857,15.0,1
4860,14.0,1
4869,12.0,1
4876,49.0,1
4880,108.0,1
4928,31.0,1
4933,11.0,2
4934,13.0,1
4935,3.0,6
4936,18.0,1
4941,16.0,2
4942,8.0,3
4944,20.0,1
4948,17.0,2
4949,16.0,3
4950,2.0,1
4951,23.0,4
4952,24.0,2
4955,21.0,1
4957,1.0,5
4958,20.0,1
4967,7.0,1
4968,19.0,3
4970,21.0,5
4971,12.0,3
4972,6.0,5
4973,1.0,2
4983,57.0,1
5040,23.0,7
5041,11.0,2
5042,6.0,8
5047,47.0,1
5048,43.0,2
5049,29.0,4
5054,28.0,3
5065,21.0,4
5066,2.0,2
5068,31.0,1
5069,25.0,1
5071,20.0,2
5072,12.0,1
5073,9.0,1
5074,9.0,1
5075,2.0,2
5080,89.0,2
5109,70.0,1
5127,47.0,1
5135,36.0,1
5143,6.0,3
5145,15.0,2
5146,27.0,3
5147,26.0,1
