id,avgspeed,cars
373,92.0,1
1282,102.0,1
1345,50.0,2
1368,83.0,1
1557,112.0,1
1940,100.0,1
2240,29.0,1
2246,57.0,1
2531,105.0,1
2920,36.0,1
3123,31.0,1
3124,52.0,1
3517,20.0,1
3558,21.0,1
3671,12.0,4
3860,5.0,1
4055,39.0,1
4059,21.0,1
4060,2.0,1
4110,55.0,1
4125,34.0,1
4171,43.0,2
4261,9.0,0
4324,13.0,1
4325,13.0,1
4356,54.0,1
4361,15.0,1
4471,5.0,1
4528,50.0,1
4557,13.0,1
4634,42.0,1
4661,7.0,1
4664,41.0,1
4672,29.0,1
4731,23.0,1
4765,38.0,1
4832,57.0,1
4865,63.0,1
4979,66.0,1
4983,84.0,1
4984,57.0,1
5047,46.0,1
5074,28.0,1
5088,41.0,1
5149,39.0,1
5163,42.0,1
5166,36.0,1
5177,28.0,1
5190,34.0,1
5240,55.0,1
5265,46.0,1
5266,20.0,1
5356,54.0,1
5382,1.0,6
5442,39.0,1
5483,46.0,1
5551,42.0,1
5560,31.0,1
5622,118.0,1
5661,25.0,1
5665,42.0,1
5722,126.0,1
5761,50.0,1
5796,52.0,1
5844,9.0,1
5943,44.0,1
5977,17.0,1
6040,15.0,1
6045,21.0,1
6170,42.0,1
6246,60.0,1
6333,66.0,1
6345,27.0,2
6346,31.0,1
6347,39.0,2
6368,71.0,1
6372,44.0,1
6445,42.0,1
6446,27.0,2
6449,38.0,1
6544,46.0,1
6558,38.0,1
6561,33.0,1
6648,47.0,1
6653,50.0,1
6655,42.0,2
6656,33.0,1
6741,41.0,1
6770,31.0,1
6842,58.0,1
6866,83.0,1
6878,94.0,1
6952,46.0,1
7018,65.0,1
7054,34.0,1
7140,99.0,1
7218,62.0,1
7254,17.0,1
7787,50.0,1
7854,66.0,1
7883,121.0,1
7955,38.0,1
8151,70.0,1
8200,62.0,1
8351,55.0,1
8352,83.0,1
8365,89.0,1
8489,108.0,1
8492,52.0,1
8550,62.0,1
8598,65.0,1
8692,34.0,1
8793,20.0,1
9157,44.0,1
9552,26.0,1
9553,41.0,1
