id,avgspeed,cars
133,60.0,2
180,50.0,1
196,102.0,1
200,46.0,2
249,36.0,1
274,75.0,1
337,120.0,1
341,41.0,4
352,42.0,1
353,63.0,1
432,33.0,1
433,29.0,3
453,47.0,1
494,128.0,1
534,7.0,1
536,57.0,1
538,157.0,1
542,5.0,1
547,63.0,1
553,36.0,1
652,47.0,1
660,49.0,1
692,124.0,1
739,97.0,1
743,29.0,3
753,17.0,2
840,114.0,2
843,44.0,1
856,36.0,1
859,31.0,2
866,10.0,1
872,70.0,1
890,102.0,1
911,76.0,1
944,35.0,2
967,20.0,1
998,25.0,2
1045,29.0,1
1047,38.0,1
1052,3.0,1
1053,7.0,1
1068,26.0,1
1070,46.0,1
1099,17.0,1
1145,4.0,1
1148,28.0,1
1151,25.0,1
1156,21.0,1
1197,5.0,1
1198,18.0,1
1199,13.0,1
1228,76.0,1
1245,52.0,1
1248,2.0,2
1249,28.0,2
1253,21.0,4
1256,12.0,1
1280,83.0,1
1285,40.0,2
1286,70.0,1
1296,57.0,2
1299,13.0,1
1347,13.0,2
1348,21.0,2
1354,19.0,2
1374,121.0,1
1396,52.0,1
1409,107.0,1
1442,89.0,1
1446,31.0,2
1449,29.0,2
1452,86.0,2
1453,103.0,1
1454,69.0,3
1455,49.0,2
1468,76.0,1
1472,99.0,1
1473,129.0,1
1484,29.0,1
1499,44.0,1
1527,66.0,1
1549,102.0,1
1550,118.0,1
1554,41.0,7
1555,47.0,1
1557,116.0,1
1558,107.0,1
1567,95.0,1
1569,102.0,1
1570,89.0,1
1582,18.0,1
1584,36.0,1
1593,47.0,1
1626,83.0,1
1643,70.0,1
1647,61.0,4
1652,44.0,1
1654,20.0,2
1655,7.0,3
1656,13.0,2
1659,103.0,1
1664,78.0,1
1684,104.0,2
1695,12.0,1
1696,44.0,1
1697,41.0,1
1698,46.0,1
1746,85.0,2
1749,20.0,1
1753,21.0,1
1756,29.0,1
1784,50.0,1
1785,26.0,1
1791,28.0,1
1792,19.0,2
1793,7.0,3
1843,86.0,1
1844,58.0,2
1846,62.0,3
1847,37.0,2
1848,52.0,1
1849,9.0,1
1850,26.0,1
1852,38.0,1
1854,25.0,1
1867,70.0,2
1884,55.0,1
1891,13.0,1
1892,6.0,3
1893,11.0,4
1940,115.0,1
1941,76.0,1
1954,68.0,1
1983,121.0,2
1984,27.0,2
1990,21.0,3
1991,7.0,2
1993,14.0,1
1994,17.0,1
2007,75.0,1
2038,108.0,2
2039,89.0,1
2050,14.0,1
2055,75.0,1
2066,55.0,1
2138,87.0,1
2140,1.0,4
2144,23.0,1
2145,95.0,1
2146,38.0,2
2189,12.0,3
2190,20.0,1
2236,102.0,1
2241,46.0,1
2242,35.0,3
2244,34.0,1
2245,57.0,1
